Name,Hours,Address,Street,City,State,Zip Code,Latitude,Longitude
Mobil Gas Station,24/7,"3000 Jog Rd, Winter Springs, FL, 32708",3000 Jog Rd,Winter Springs,FL,32708,28.6468572,-81.2701295
Kwik Stop Citgo,24/7,"5227 Gulfport Blvd, Winter Springs, FL, 32708",5227 Gulfport Blvd,Winter Springs,FL,32708,27.75356,-82.7182761
Hallendale Texaco,24/7,"126 N Federal Hwy, Winter Springs, FL, 32708",126 N Federal Hwy,Winter Springs,FL,32708,25.9874182,-80.1419207
Marathon Gas Station,24/7,"807 W 29th St, Winter Springs, FL, 32708",807 W 29th St,Winter Springs,FL,32708,28.0307919,-81.7624319
Chevron Gas Station,24/7,"8700 NW 122nd St, Winter Springs, FL, 32708",8700 NW 122nd St,Winter Springs,FL,32708,28.6820373,-81.26289609999999
Chevron,24/7,"3501 Hollywood Blvd, Winter Springs, FL, 32708",3501 Hollywood Blvd,Winter Springs,FL,32708,28.5971268,-81.3279142
Mobil Gas Station,24/7,"26929 S Dixie Hwy, Winter Springs, FL, 32708",26929 S Dixie Hwy,Winter Springs,FL,32708,28.6988853,-81.30812259999999
Circle K,24/7,"8496 Blanding Blvd, Winter Springs, FL, 32708",8496 Blanding Blvd,Winter Springs,FL,32708,30.1935146,-81.7401249
Bills Food Store,24/7,"4010 Confederate Point Rd, Winter Springs, FL, 32708",4010 Confederate Point Rd,Winter Springs,FL,32708,30.2656298,-81.73642339999999
Discount Beverage Mart,24/7,"11167 W Beaver St, Winter Springs, FL, 32708",11167 W Beaver St,Winter Springs,FL,32708,30.3149598,-81.8479215
Circle K2,24/7,"8735 New Kings Rd, Winter Springs, FL, 32708",8735 New Kings Rd,Winter Springs,FL,32708,30.4086865,-81.7450083
Smoke City,24/7,"10092 San Jose Blvd STE #1, Winter Springs, FL, 32708",10092 San Jose Blvd STE #1,Winter Springs,FL,32708,30.1954062,-81.6239575
Mobil Gas Station,24/7,"14958 Max Leggett Pkwy, Winter Springs, FL, 32708",14958 Max Leggett Pkwy,Winter Springs,FL,32708,30.4805608,-81.6400863
Circle K,24/7,"5408 N Main St, Winter Springs, FL, 32708",5408 N Main St,Winter Springs,FL,32708,30.3729545,-81.6515915
Brentwood Mini Mart,24/7,"602 W 21st St, Winter Springs, FL, 32708",602 W 21st St,Winter Springs,FL,32708,28.6820373,-81.26289609999999
BP Gas Station,24/7,"4101 Southside Blvd, Winter Springs, FL, 32708",4101 Southside Blvd,Winter Springs,FL,32708,30.2058391,-81.5518993
Smoke City,24/7,"4530 St. Johns Ave STE #1, Winter Springs, FL, 32708",4530 St. Johns Ave STE #1,Winter Springs,FL,32708,30.2871898,-81.7215182
Tiger Food Mart Jax,24/7,"6511 Ramona Blvd, Winter Springs, FL, 32708",6511 Ramona Blvd,Winter Springs,FL,32708,28.6743573,-81.3130193
Smoke City,24/7,"1312-B 3rd Street South, Winter Springs, FL, 32708",1312-B 3rd Street South,Winter Springs,FL,32708,28.7041065,-81.3099832
Treasure Coast Square,24/7,"3174 NW Federal Hwy, Winter Springs, FL, 32708",3174 NW Federal Hwy,Winter Springs,FL,32708,27.2419867,-80.2750109
Celebration Smoke Shop,24/7,"7544 W Irlo Bronson Memorial Hwy, Winter Springs, FL, 32708",7544 W Irlo Bronson Memorial Hwy,Winter Springs,FL,32708,28.332739,-81.5889878
Circle K,24/7,"10 S John Young Parkway, Winter Springs, FL, 32708",10 S John Young Parkway,Winter Springs,FL,32708,28.2912217,-81.41673759999999
Kissimmee Smokeshop Outlet,24/7,"3915 W Vine St, Winter Springs, FL, 32708",3915 W Vine St,Winter Springs,FL,32708,28.3048007,-81.4431345
Up In Smoke,24/7,"4300 W Lake Mary Blvd #1070, Winter Springs, FL, 32708",4300 W Lake Mary Blvd #1070,Winter Springs,FL,32708,28.7562248,-81.3524655
C & K Food Mart,24/7,"1012 North G St, Winter Springs, FL, 32708",1012 North G St,Winter Springs,FL,32708,28.6820373,-81.26289609999999
Sunoco Gas Station,24/7,"6729 South Military Trail, Winter Springs, FL, 32708",6729 South Military Trail,Winter Springs,FL,32708,26.5758459,-80.1152468
Circle K,24/7,"1026 Walt Williams Road, Winter Springs, FL, 32708",1026 Walt Williams Road,Winter Springs,FL,32708,28.1251826,-81.9379354
Circle K,24/7,"1410 N Florida Ave, Winter Springs, FL, 32708",1410 N Florida Ave,Winter Springs,FL,32708,28.6920149,-81.187253
Circle K,24/7,"3730 Airport Rd, Winter Springs, FL, 32708",3730 Airport Rd,Winter Springs,FL,32708,27.9971296,-82.01778709999999
Circle K,24/7,"7250 N. Highway 98, Winter Springs, FL, 32708",7250 N. Highway 98,Winter Springs,FL,32708,28.1352373,-81.97419169999999
Chevron,24/7,"3939 Land O Lakes Blvd, Winter Springs, FL, 32708",3939 Land O Lakes Blvd,Winter Springs,FL,32708,28.2149651,-82.4608901
Greynold's Food Mart,24/7,"457 Greynolds Cir, Winter Springs, FL, 32708",457 Greynolds Cir,Winter Springs,FL,32708,26.5757977,-80.05481429999999
Chevron Gas,24/7,"14499 Walsingham Rd, Winter Springs, FL, 32708",14499 Walsingham Rd,Winter Springs,FL,32708,27.8807122,-82.8388281
Sunoco,24/7,"22911 FL-54, Winter Springs, FL, 32708",22911 FL-54,Winter Springs,FL,32708,28.1865557,-82.4373695
Circle K,24/7,"17565 SR 54, Winter Springs, FL, 32708",17565 SR 54,Winter Springs,FL,32708,28.195181,-82.52416439999999
Chevron,24/7,"18901 N Dale Mabry Hwy, Winter Springs, FL, 32708",18901 N Dale Mabry Hwy,Winter Springs,FL,32708,28.1503169,-82.49223839999999
Chevron,24/7,"590 S. SR7, Winter Springs, FL, 32708",590 S. SR7,Winter Springs,FL,32708,28.705338,-81.3242975
Exxon Gas Station,24/7,"98 NE 167TH ST, Winter Springs, FL, 32708",98 NE 167TH ST,Winter Springs,FL,32708,25.9277565,-80.19867699999999
DT Grocery,24/7,"800 NW 2nd Ave, Winter Springs, FL, 32708",800 NW 2nd Ave,Winter Springs,FL,32708,28.6820373,-81.26289609999999
Sunoco Gas Station,24/7,"2395 NW 119th St, Winter Springs, FL, 32708",2395 NW 119th St,Winter Springs,FL,32708,25.8830406,-80.2384484
Chevron Gas Station,24/7,"2 NE 79th St, Winter Springs, FL, 32708",2 NE 79th St,Winter Springs,FL,32708,25.8471746,-80.19658369999999
Chevron Gas Station,24/7,"601 NW 103rd St, Winter Springs, FL, 32708",601 NW 103rd St,Winter Springs,FL,32708,25.8695515,-80.20764899999999
Westar Gas Station,24/7,"2750 NW North River Dr, Winter Springs, FL, 32708",2750 NW North River Dr,Winter Springs,FL,32708,25.7944698,-80.241172
Exxon Gas Station,24/7,"5402 NW 7th Ave, Winter Springs, FL, 32708",5402 NW 7th Ave,Winter Springs,FL,32708,25.8252073,-80.2083837
Westar,24/7,"675 NW 42nd Ave, Winter Springs, FL, 32708",675 NW 42nd Ave,Winter Springs,FL,32708,28.6820373,-81.26289609999999
Westar,24/7,"21100 S Dixie Hwy, Winter Springs, FL, 32708",21100 S Dixie Hwy,Winter Springs,FL,32708,25.5211439,-80.4249123
Chevron Gas Station,24/7,"8698 SW 40th St, Winter Springs, FL, 32708",8698 SW 40th St,Winter Springs,FL,32708,25.7328516,-80.3354975
Mobil Gas Station,24/7,"11101 Biscayne Blvd, Winter Springs, FL, 32708",11101 Biscayne Blvd,Winter Springs,FL,32708,28.6531591,-81.2793597
Chevron Gas Station,24/7,"6075 Biscayne Blvd, Winter Springs, FL, 32708",6075 Biscayne Blvd,Winter Springs,FL,32708,28.6512949,-81.279934
Marathon,24/7,"8501 SW 132nd St, Winter Springs, FL, 32708",8501 SW 132nd St,Winter Springs,FL,32708,25.6477178,-80.3339092
Sunflex Food Mart,24/7,"1910 NW 7th St, Winter Springs, FL, 32708",1910 NW 7th St,Winter Springs,FL,32708,25.779532,-80.2270338
Stop-N-Go,24/7,"12335 SW 112th ST, Winter Springs, FL, 32708",12335 SW 112th ST,Winter Springs,FL,32708,25.6625894,-80.3945908
Dadeland Mall,24/7,"7535 N Kendall Dr, Winter Springs, FL, 32708",7535 N Kendall Dr,Winter Springs,FL,32708,25.6903861,-80.31409459999999
Sunoco,24/7,"15290 NW 7th Ave, Winter Springs, FL, 32708",15290 NW 7th Ave,Winter Springs,FL,32708,25.9145696,-80.2120661
Exxon,24/7,"1840 Alton Road, Winter Springs, FL, 32708",1840 Alton Road,Winter Springs,FL,32708,28.69843389999999,-81.29143549999999
Shell Gas Station,24/7,"4695 NW 167th St, Winter Springs, FL, 32708",4695 NW 167th St,Winter Springs,FL,32708,25.925812,-80.276232
Westar Gas Station,24/7,"3701 NW 167th St, Winter Springs, FL, 32708",3701 NW 167th St,Winter Springs,FL,32708,25.9263788,-80.2609028
Chevron Gas Station,24/7,"1 Palmetto Drive, Winter Springs, FL, 32708",1 Palmetto Drive,Winter Springs,FL,32708,28.6460307,-81.2734799
Chevron,24/7,"3100 SW 148th Ave, Winter Springs, FL, 32708",3100 SW 148th Ave,Winter Springs,FL,32708,25.9794557,-80.3446785
Chevron,24/7,"1701 Palm Ave, Winter Springs, FL, 32708",1701 Palm Ave,Winter Springs,FL,32708,28.6148794,-81.3296488
Marathon,24/7,"2201 NE 163rd St, Winter Springs, FL, 32708",2201 NE 163rd St,Winter Springs,FL,32708,25.9263941,-80.1556796
Daily Supermarket,24/7,"16851 NE 15th Ave, Winter Springs, FL, 32708",16851 NE 15th Ave,Winter Springs,FL,32708,25.9309722,-80.16985059999999
Circle K,24/7,"1085 Grand Venture Drive, Winter Springs, FL, 32708",1085 Grand Venture Drive,Winter Springs,FL,32708,27.0714586,-82.20842929999999
Citgo Gas,24/7,"16451 Gulf Blvd, Winter Springs, FL, 32708",16451 Gulf Blvd,Winter Springs,FL,32708,28.6743573,-81.3130193
America Food Market,24/7,"3655 N Dixie Hwy, Winter Springs, FL, 32708",3655 N Dixie Hwy,Winter Springs,FL,32708,26.1727407,-80.13200979999999
Quick N Save,24/7,"1010 S Pine Ave, Winter Springs, FL, 32708",1010 S Pine Ave,Winter Springs,FL,32708,28.6699353,-81.2515605
Phillips Food Store,24/7,"6926 County Rd 326, Winter Springs, FL, 32708",6926 County Rd 326,Winter Springs,FL,32708,29.2667302,-82.2335774
Circle K,24/7,"4605 SE Maricamp Rd, Winter Springs, FL, 32708",4605 SE Maricamp Rd,Winter Springs,FL,32708,29.1490824,-82.0716094
Mobil Gas Station,24/7,"1737 E Silver Springs Blvd, Winter Springs, FL, 32708",1737 E Silver Springs Blvd,Winter Springs,FL,32708,29.1871587,-82.11402079999999
Circle K,24/7,"10960 W. Colonial Dr, Winter Springs, FL, 32708",10960 W. Colonial Dr,Winter Springs,FL,32708,28.5512022,-81.54130150000002
Circle K,24/7,"1650 E Silver Star Road, Winter Springs, FL, 32708",1650 E Silver Star Road,Winter Springs,FL,32708,28.574085,-81.51680379999999
Circle K,24/7,"10001 Lake Underhill Dr, Winter Springs, FL, 32708",10001 Lake Underhill Dr,Winter Springs,FL,32708,28.5398764,-81.2437733
Downey Food Mart,24/7,"10385 E Colonial Dr, Winter Springs, FL, 32708",10385 E Colonial Dr,Winter Springs,FL,32708,28.5702756,-81.2354257
Suncoast Energy,24/7,"5928 Butler National Drive, Winter Springs, FL, 32708",5928 Butler National Drive,Winter Springs,FL,32708,28.4655524,-81.309167
Mobil Gas Station,24/7,"5206 Silver Star Rd., Winter Springs, FL, 32708",5206 Silver Star Rd.,Winter Springs,FL,32708,28.5774721,-81.4519528
Florida Mall,24/7,"8001 S Orange Blossom, Winter Springs, FL, 32708",8001 S Orange Blossom,Winter Springs,FL,32708,28.4501582,-81.40076409999999
Citgo Gas Station,24/7,"2172 Silver Star Rd, Winter Springs, FL, 32708",2172 Silver Star Rd,Winter Springs,FL,32708,28.5777874,-81.4097613
Circle K,24/7,"2704 S Ferncreek Ave, Winter Springs, FL, 32708",2704 S Ferncreek Ave,Winter Springs,FL,32708,28.5124652,-81.3602003
Circle K,24/7,"6201 N Orange Blossom Trail, Winter Springs, FL, 32708",6201 N Orange Blossom Trail,Winter Springs,FL,32708,28.6125964,-81.4307956
Circle K,24/7,"700 S Kirkman Road, Winter Springs, FL, 32708",700 S Kirkman Road,Winter Springs,FL,32708,28.5326369,-81.4599764
Orlando Outlet Marketplace,24/7,"4951 International Dr, Winter Springs, FL, 32708",4951 International Dr,Winter Springs,FL,32708,28.4749099,-81.451539
Circle K,24/7,"6942 West Sand Lake Rd, Winter Springs, FL, 32708",6942 West Sand Lake Rd,Winter Springs,FL,32708,28.4504237,-81.4275231
Circle K,24/7,"9999 South Highway 441, Winter Springs, FL, 32708",9999 South Highway 441,Winter Springs,FL,32708,28.407961,-81.404153
Circle K,24/7,"505 S Conway Rd, Winter Springs, FL, 32708",505 S Conway Rd,Winter Springs,FL,32708,28.537137,-81.3309597
Circle K,24/7,"401 N. John Young Pkwy, Winter Springs, FL, 32708",401 N. John Young Pkwy,Winter Springs,FL,32708,28.5461575,-81.41291679999999
Circle K,24/7,"6250 W. Colonial Dr, Winter Springs, FL, 32708",6250 W. Colonial Dr,Winter Springs,FL,32708,28.5514699,-81.46726989999999
Circle K,24/7,"9988 S Orange Ave, Winter Springs, FL, 32708",9988 S Orange Ave,Winter Springs,FL,32708,28.7074743,-81.2659054
Circle K,24/7,"14000 Town Loop Blvd, Winter Springs, FL, 32708",14000 Town Loop Blvd,Winter Springs,FL,32708,28.3605136,-81.4227045
Circle K,24/7,"8550 Curry Ford Rd, Winter Springs, FL, 32708",8550 Curry Ford Rd,Winter Springs,FL,32708,28.5093956,-81.2683381
Circle K,24/7,"808 Chickasaw Trail N, Winter Springs, FL, 32708",808 Chickasaw Trail N,Winter Springs,FL,32708,28.5541831,-81.2781328
Up In Smoke,24/7,"4498 N Alafaya Trail, Winter Springs, FL, 32708",4498 N Alafaya Trail,Winter Springs,FL,32708,28.6067102,-81.2076902
Circle K,24/7,"10030 University Blvd, Winter Springs, FL, 32708",10030 University Blvd,Winter Springs,FL,32708,28.5964946,-81.24421360000001
Bald Head Grocery,24/7,"2800 Rio Grande Ave, Winter Springs, FL, 32708",2800 Rio Grande Ave,Winter Springs,FL,32708,28.5132181,-81.4015821
Up In Smoke,24/7,"4434 Hoffner Ave, Winter Springs, FL, 32708",4434 Hoffner Ave,Winter Springs,FL,32708,28.4800136,-81.3293265
Sunshine Food Mart,24/7,"887 W Broadway St, Winter Springs, FL, 32708",887 W Broadway St,Winter Springs,FL,32708,28.66994589999999,-81.2231609
Circle K,24/7,"2415 Palm Bay Rd NE, Winter Springs, FL, 32708",2415 Palm Bay Rd NE,Winter Springs,FL,32708,28.0353075,-80.604809
Texaco Quick Fill,24/7,"207 W 23rd St, Winter Springs, FL, 32708",207 W 23rd St,Winter Springs,FL,32708,28.6820373,-81.26289609999999
VJ Food Mart,24/7,"2112 Frankford Ave, Winter Springs, FL, 32708",2112 Frankford Ave,Winter Springs,FL,32708,28.6820373,-81.26289609999999
Chevron,24/7,"1501 S Flamingo Rd, Winter Springs, FL, 32708",1501 S Flamingo Rd,Winter Springs,FL,32708,28.6944969,-81.3057453
Chevron,24/7,"19501 Sheridan St, Winter Springs, FL, 32708",19501 Sheridan St,Winter Springs,FL,32708,26.0303007,-80.4089609
Chevron,24/7,"17501 Pines Blvd, Winter Springs, FL, 32708",17501 Pines Blvd,Winter Springs,FL,32708,26.0079711,-80.37926150000001
BP Gas Station,24/7,"1650 N University Dr, Winter Springs, FL, 32708",1650 N University Dr,Winter Springs,FL,32708,26.2512794,-80.254043
Taft Chevron,24/7,"12351 NW 18th St, Winter Springs, FL, 32708",12351 NW 18th St,Winter Springs,FL,32708,26.023841,-80.3118224
Cordova Mall,24/7,"5100 N 9th Ave, Winter Springs, FL, 32708",5100 N 9th Ave,Winter Springs,FL,32708,30.4746815,-87.2072548
Circle K,24/7,"10595 66th Street, Winter Springs, FL, 32708",10595 66th Street,Winter Springs,FL,32708,27.8681357,-82.72813909999999
Sunoco Gas,24/7,"2911 James Redman Pkwy, Winter Springs, FL, 32708",2911 James Redman Pkwy,Winter Springs,FL,32708,27.981825,-82.12190869999999
Chevron Gas Station,24/7,"8741 W Broward Blvd, Winter Springs, FL, 32708",8741 W Broward Blvd,Winter Springs,FL,32708,26.1214376,-80.2649967
Chevron,24/7,"1800 N University Dr, Winter Springs, FL, 32708",1800 N University Dr,Winter Springs,FL,32708,26.1490116,-80.2562208
Chevron Gas Station,24/7,"5601 W Sunrise Blvd, Winter Springs, FL, 32708",5601 W Sunrise Blvd,Winter Springs,FL,32708,28.6794694,-81.29182540000001
Marathon Gas Station,24/7,"2511 W Atlantic Blvd, Winter Springs, FL, 32708",2511 W Atlantic Blvd,Winter Springs,FL,32708,26.2319571,-80.1571319
5 Star Food Market,24/7,"598 NW 15th Street, Winter Springs, FL, 32708",598 NW 15th Street,Winter Springs,FL,32708,26.2494414,-80.27125629999999
La Bodega Amo,24/7,"1622 S Cypress Rd, Winter Springs, FL, 32708",1622 S Cypress Rd,Winter Springs,FL,32708,26.2199077,-80.1232431
R & L Market,24/7,"21360 Gertrude Ave, Winter Springs, FL, 32708",21360 Gertrude Ave,Winter Springs,FL,32708,26.9924176,-82.0969843
Circle K,24/7,"19200 Veterans Blvd, Winter Springs, FL, 32708",19200 Veterans Blvd,Winter Springs,FL,32708,28.6743573,-81.3130193
Chevron,24/7,"2360 SE Rivergate Pkwy, Winter Springs, FL, 32708",2360 SE Rivergate Pkwy,Winter Springs,FL,32708,27.2721819,-80.32010600000001
Circle K,24/7,"11320 Bloomingdale Avenue, Winter Springs, FL, 32708",11320 Bloomingdale Avenue,Winter Springs,FL,32708,27.8939578,-82.30997099999999
Circle K,24/7,"4350 Bee Ridge Rd, Winter Springs, FL, 32708",4350 Bee Ridge Rd,Winter Springs,FL,32708,28.7013314,-81.3254206
Wonderland Hookah Lounge,24/7,"5133 N Tamiami Trail, Winter Springs, FL, 32708",5133 N Tamiami Trail,Winter Springs,FL,32708,27.3789681,-82.55612579999999
Beachcomber Food Mart,24/7,"1448 Hwy A1A, Winter Springs, FL, 32708",1448 Hwy A1A,Winter Springs,FL,32708,28.1708524,-80.58969019999999
Circle K,24/7,"5182 E. Silver Springs Blvd, Winter Springs, FL, 32708",5182 E. Silver Springs Blvd,Winter Springs,FL,32708,29.2123868,-82.0622205
Stop-N-Shop,24/7,"2801 Central Ave, Winter Springs, FL, 32708",2801 Central Ave,Winter Springs,FL,32708,28.6820373,-81.26289609999999
Circle K,24/7,"6661 54th Ave N, Winter Springs, FL, 32708",6661 54th Ave N,Winter Springs,FL,32708,27.8212919,-82.7296915
Bay Food Mart,24/7,"631 4th St N, Winter Springs, FL, 32708",631 4th St N,Winter Springs,FL,32708,28.6930114,-81.3079049
Circle K,24/7,"1598 54th Ave N, Winter Springs, FL, 32708",1598 54th Ave N,Winter Springs,FL,32708,27.8208682,-82.65472659999999
Marathon Gas Station,24/7,"2300 N Nob Hill, Winter Springs, FL, 32708",2300 N Nob Hill,Winter Springs,FL,32708,26.1533429,-80.28234979999999
Marathon,24/7,"10901 W Oakland Park Blvd, Winter Springs, FL, 32708",10901 W Oakland Park Blvd,Winter Springs,FL,32708,26.1693119,-80.2956739
Chevron,24/7,"1662 Capital Circle NW, Winter Springs, FL, 32708",1662 Capital Circle NW,Winter Springs,FL,32708,30.4726247,-84.3629333
Sunoco Gas,24/7,"2720 Blair Stone Road, Winter Springs, FL, 32708",2720 Blair Stone Road,Winter Springs,FL,32708,30.4232697,-84.24930220000002
College Corner,24/7,"2675 West Tennessee, Winter Springs, FL, 32708",2675 West Tennessee,Winter Springs,FL,32708,35.6144838,-88.81386409999999
Chevron,24/7,"7705 NW 88th Ave, Winter Springs, FL, 32708",7705 NW 88th Ave,Winter Springs,FL,32708,28.6820373,-81.26289609999999
Sunoco Gas,24/7,"3401 E Hillsborough Ave, Winter Springs, FL, 32708",3401 E Hillsborough Ave,Winter Springs,FL,32708,27.9957257,-82.4220193
Tiana Food Mart,24/7,"8145 W. Water Ave, Winter Springs, FL, 32708",8145 W. Water Ave,Winter Springs,FL,32708,28.0264132,-82.57094830000001
Chevron Gas,24/7,"13502 N. Nebraska Ave, Winter Springs, FL, 32708",13502 N. Nebraska Ave,Winter Springs,FL,32708,28.069704,-82.4514743
Circle K,24/7,"2220 West Kennedy Blvd, Winter Springs, FL, 32708",2220 West Kennedy Blvd,Winter Springs,FL,32708,28.6184587,-81.40734739999999
Circle K,24/7,"4804 Gunn Hwy, Winter Springs, FL, 32708",4804 Gunn Hwy,Winter Springs,FL,32708,28.0519855,-82.5243703
Temple Terrace Chevron,24/7,"6314 E Fowler Ave, Winter Springs, FL, 32708",6314 E Fowler Ave,Winter Springs,FL,32708,28.054808,-82.38194659999999
Rome Food Mart,24/7,"1615 W Sligh Ave, Winter Springs, FL, 32708",1615 W Sligh Ave,Winter Springs,FL,32708,28.0110263,-82.4757535
Snax Food Mart,24/7,"6504 N Himes Ave, Winter Springs, FL, 32708",6504 N Himes Ave,Winter Springs,FL,32708,28.0060709,-82.5012046
Sunoco,24/7,"2309 N 22nd St, Winter Springs, FL, 32708",2309 N 22nd St,Winter Springs,FL,32708,27.9643444,-82.43439579999999
Sunoco Gas,24/7,"4714 Causeway Blvd, Winter Springs, FL, 32708",4714 Causeway Blvd,Winter Springs,FL,32708,28.6743573,-81.3130193
Chevron Gas,24/7,"6602 E MLK Blvd, Winter Springs, FL, 32708",6602 E MLK Blvd,Winter Springs,FL,32708,28.6743573,-81.3130193
Chevron Gas Station,24/7,"6812 N 56th Street, Winter Springs, FL, 32708",6812 N 56th Street,Winter Springs,FL,32708,28.0103135,-82.3939153
Stop N Go,24/7,"4155 Henderson Blvd, Winter Springs, FL, 32708",4155 Henderson Blvd,Winter Springs,FL,32708,28.6743573,-81.3130193
Marathon,24/7,"6901 N Nebraska Ave, Winter Springs, FL, 32708",6901 N Nebraska Ave,Winter Springs,FL,32708,28.0110268,-82.4509173
Convenient Food Mart,24/7,"705 W Columbus, Winter Springs, FL, 32708",705 W Columbus,Winter Springs,FL,32708,28.698359,-81.2970359
Sunoco Gas,24/7,"2819 E Hwy 60, Winter Springs, FL, 32708",2819 E Hwy 60,Winter Springs,FL,32708,28.6978845,-81.3145756
BP,24/7,"1999 9th St SW, Winter Springs, FL, 32708",1999 9th St SW,Winter Springs,FL,32708,26.6049957,-81.6632618
Citgo,24/7,"5300 45th St, Winter Springs, FL, 32708",5300 45th St,Winter Springs,FL,32708,26.7598263,-80.1163796
Mobil Gas Station,24/7,"721 S Congress Ave, Winter Springs, FL, 32708",721 S Congress Ave,Winter Springs,FL,32708,26.666048,-80.0885405
BP,24/7,"1900 W Blue Heron Blvd, Winter Springs, FL, 32708",1900 W Blue Heron Blvd,Winter Springs,FL,32708,26.782193,-80.08607719999999
Circle K,24/7,"3100 Aloma Ave, Winter Springs, FL, 32708",3100 Aloma Ave,Winter Springs,FL,32708,28.604063,-81.3066305
Sunway Food Services,24/7,"822 Formosa Ave, Winter Springs, FL, 32708",822 Formosa Ave,Winter Springs,FL,32708,28.5898388,-81.37693999999999
Circle K,24/7,"5700 Red Bug Lake Road, Winter Springs, FL, 32708",5700 Red Bug Lake Road,Winter Springs,FL,32708,28.648023,-81.268875
Shell,24/7,"5375 Glade Rd SE Woodstock, GA, 30189",5375 Glade Rd SE,Woodstock,GA,30189,34.0848903,-84.67674
Stop N Shop,24/7,"4739 S Main St, Woodstock, GA, 30189",4739 S Main St,Woodstock,GA,30189,34.1460201,-84.5109349
Circle K,24/7,"3955 Old Milton Pkwy, Woodstock, GA, 30189",3955 Old Milton Pkwy,Woodstock,GA,30189,34.0611154,-84.2452899
Chevron Gas Station,24/7,"280 S Main Street, Woodstock, GA, 30189",280 S Main Street,Woodstock,GA,30189,34.1136931,-84.5149275
Lay-Z Shopper,24/7,"351 E Clayton St, Woodstock, GA, 30189",351 E Clayton St,Woodstock,GA,30189,33.9591023,-83.3742649
Sunoco Gas Station,24/7,"2060 Peachtree Rd NW, Woodstock, GA, 30189",2060 Peachtree Rd NW,Woodstock,GA,30189,33.8111506,-84.3926812
Chevron Gas Station,24/7,"180 Ponce De Leon Ave NE, Woodstock, GA, 30189",180 Ponce De Leon Ave NE,Woodstock,GA,30189,33.77285120000001,-84.381496
Chevron Gas Station,24/7,"2195 Monroe Dr. NE, Woodstock, GA, 30189",2195 Monroe Dr. NE,Woodstock,GA,30189,33.8104093,-84.3684549
Circle K,24/7,"7320 Roswell Road, Woodstock, GA, 30189",7320 Roswell Road,Woodstock,GA,30189,33.9550953,-84.3652808
Vape 911 Atlanta,24/7,"539 10th St NW, Woodstock, GA, 30189",539 10th St NW,Woodstock,GA,30189,33.7818094,-84.4050393
Chevron Gas Station,24/7,"345 Pharr Rd NE Atlanta, Woodstock, GA, 30189",345 Pharr Rd NE Atlanta,Woodstock,GA,30189,33.8366606,-84.376701
Circle K,24/7,"1176 Chattahoochee Ave NW, Woodstock, GA, 30189",1176 Chattahoochee Ave NW,Woodstock,GA,30189,33.8006248,-84.42543890000002
Circle K,24/7,"2319 Cheshire Bridge Road, Woodstock, GA, 30189",2319 Cheshire Bridge Road,Woodstock,GA,30189,34.140663,-84.5791047
Circle K,24/7,"1820 Hollywood Rd, Woodstock, GA, 30189",1820 Hollywood Rd,Woodstock,GA,30189,33.8052101,-84.47079459999999
Shell,24/7,"8340 Roswell Rd, Woodstock, GA, 30189",8340 Roswell Rd,Woodstock,GA,30189,33.9829393,-84.3510829
Chevron Gas Station,24/7,"1860 Memorial Dr. SE, Woodstock, GA, 30189",1860 Memorial Dr. SE,Woodstock,GA,30189,33.7477103,-84.3266309
Circle K,24/7,"639 Morosgo Dr, Woodstock, GA, 30189",639 Morosgo Dr,Woodstock,GA,30189,33.8232489,-84.3667109
Circle K,24/7,"372 Moreland Ave, Woodstock, GA, 30189",372 Moreland Ave,Woodstock,GA,30189,33.7646442,-84.3495219
Chevron Gas Station,24/7,"221 Cleveland Ave SW, Woodstock, GA, 30189",221 Cleveland Ave SW,Woodstock,GA,30189,33.6814363,-84.3966523
Circle K,24/7,"343 Joseph E Lowery Blvd SW, Woodstock, GA, 30189",343 Joseph E Lowery Blvd SW,Woodstock,GA,30189,33.74568440000001,-84.4180762
Circle K,24/7,"111 Boulevard Street NE, Woodstock, GA, 30189",111 Boulevard Street NE,Woodstock,GA,30189,34.133692,-84.5746243
MLK Food Mart,24/7,"2460 MLK Jr Dr SW, Woodstock, GA, 30189",2460 MLK Jr Dr SW,Woodstock,GA,30189,33.7516272,-84.4686593
Shell,24/7,"3669 Powers Ferry Rd NW, Woodstock, GA, 30189",3669 Powers Ferry Rd NW,Woodstock,GA,30189,33.8563964,-84.38291129999999
Circle K,24/7,"74 Northside Drive, Woodstock, GA, 30189",74 Northside Drive,Woodstock,GA,30189,33.7524143,-84.4025131
Island Takeaway,24/7,"5540 Old National Hwy Suite 2, Woodstock, GA, 30189",5540 Old National Hwy Suite 2,Woodstock,GA,30189,33.6044116,-84.4713079
Chevron Gas Station,24/7,"923 Lee St. SW, Woodstock, GA, 30189",923 Lee St. SW,Woodstock,GA,30189,33.729659,-84.415835
Terrific Package,24/7,"1899 Cheshire Bridge Rd NE, Woodstock, GA, 30189",1899 Cheshire Bridge Rd NE,Woodstock,GA,30189,33.8096005,-84.36041329999999
Three Way Grocery,24/7,"1695 Pryor Rd SW, Woodstock, GA, 30189",1695 Pryor Rd SW,Woodstock,GA,30189,33.7089834,-84.3936884
Citgo Gas Station,24/7,"6009 Riverdale Rd, Woodstock, GA, 30189",6009 Riverdale Rd,Woodstock,GA,30189,33.5912819,-84.42832229999999
